Character,Dialogue,Season,Episode
Joey,to ross hey here is the birthday boy ross,1,4
Chandler,happy birthday pal,1,4
Joey,we love you man kisses ross,1,4
Ross,funny my birthday was seven months ago,1,4
Joey,so,1,4
Ross,so im guessing you had an extra ticket and,1,4
Chandler,well arenot we mr the glass is,1,4
Ross,oh my god oh is today the twentieth october,1,4
Monica,oh i was hoping you wouldnot remember,1,4
Ross,ohhh,1,4
Joey,what is wrong with the twentieth,1,4
Chandler,eleven days before halloween all the,1,4
Ross,today is the day carol and i first,1,4
Joey,the hell with hockey let is all do that,1,4
Chandler,trying to stop ross leaving come on ross,1,4
Ross,what are you doing,1,4
Chandler,stops i have no idea,1,4
Joey,come on ross,1,4
Ross,alright alright maybe it will take my mind off,1,4
Chandler,you got it,1,4
Rachel,looklooklooklooklook my first pay,1,4
Phoebe,i remember the day i got my first pay check,1,4
Monica,wow you worked in a mine,1,4
Phoebe,i worked in a dairy queen why,1,4
Rachel,god isnot this exciting i earned this i,1,4
Chandler,looking oh this is not that bad,1,4
Joey,oh you are fine yeah for a first job,1,4
Ross,you can totally totally live on this,1,4
Monica,yeah yeah,1,4
Ross,oh by the way great service,1,4
Rachel,oh my god rachel leslie kiki and joanne,1,4
Monica,to phoebe i swear i have seen birds do this,1,4
Rachel,what are you guys doing here,1,4
Rachel,to a pregnant leslie look at you you are,1,4
Rachel,to joanne so what is going on with you,1,4
Phoebe,to monica look look i have elbows they,1,4
Chandler,poulet passes it up to leetch passes,1,4
Joey,leetch spots messier in the crease there is,1,4
Chandler,we will take a brief time out while messier,1,4
Ross,carol was wearing boots just like those the,1,4
Joey,what,1,4
Ross,peach pit,1,4
Chandler,yes bunny,1,4
Ross,points peach pit that night we uh we had,1,4
Joey,peaches,1,4
Ross,actually nectarines but basically,1,4
Chandler,to joey could have been a peach,1,4
Ross,then uh then we got dressed and ii i,1,4
Joey,hey that woman is got an ass like carol is,1,4
Rachel,so come on you guys tell me all the dirt,1,4
Rachel,okay,1,4
Rachel,what guys im not,1,4
Rachel,im not this is what im doing now i have,1,4
Rachel,okay im not just waitressing im i,1,4
Monica,hey rach how was it with your friends,1,4
Rachel,what is that,1,4
Monica,weeeell it is rum and,1,4
Rachel,okay grabs the blender and starts to,1,4
Monica,we thought since phoebe was staying over,1,4
Phoebe,ooh ooh and i brought operation,1,4
Monica,uh rach it is the visa card,1,4
Rachel,oh god ask them what they want,1,4
Monica,on phone could you please tell me what,1,4
Rachel,but i havenot used my card in weeks,1,4
Monica,that is the unusual,1,4
Rachel,they wanna know if im okay okay they,1,4
Monica,pauses then on the phone uh rachel has,1,4
Rachel,alright come on miserably let is play twister,1,4
Ross,squeezing past people sorry sorry uhoh,1,4
Chandler,what there was ice there that night with,1,4
Ross,no actually i was just saying it looks like,1,4
Joey,come on sit just sit down sit,1,4
Monica,you should feel great about yourself you are,1,4
Rachel,monica what is so amazing i gave up like,1,4
Phoebe,you are just like jack,1,4
Rachel,jack from downstairs,1,4
Phoebe,no jack and the beanstalk,1,4
Monica,ah the other jack,1,4
Phoebe,yeah right see he gave up something but,1,4
Rachel,okay but pheebs pheebs jack gave up a,1,4
Phoebe,oh see jack did love the cow,1,4
Rachel,but see it was a plan yknow it was,1,4
Phoebe,floopy,1,4
Rachel,yeah,1,4
Monica,so what you are not the only one i mean,1,4
Phoebe,oh like that is a word,1,4
Rachel,okay but monica what if what if it,1,4
Monica,pheebs,1,4
Phoebe,oh well cause you just i do not,1,4
Rachel,okay see see you guys what if we do not,1,4
Ross,get him get him get him get yesss not,1,4
Chandler,to ross see buddy that is all you need,1,4
Ross,pass it pass it,1,4
Chandler,he is open,1,4
Chandler,hey look we are on that tv thing,1,4
Chandler,to the receptionist iscuse me,1,4
Chandler,listen it is kind of an emergency well i,1,4
Ross,jumping to his feet look i do not wanna make,1,4
Joey,well how long do you think it will be,1,4
Ross,hey this she gives him a look and the guys,1,4
Rachel,im so sorry you guys i didnot mean to,1,4
Monica,no you were right i do not have a plan,1,4
Rachel,thank god food she goes to answer the,1,4
Monica,phoebe,1,4
Phoebe,what,1,4
Monica,do you have a plan,1,4
Phoebe,i do not even have a pl,1,4
Rachel,miserably no no that is not what we,1,4
Monica,leaping off of the couch and runs up wait,1,4
Monica,wait was this aa small mediterranean guy,1,4
Monica,was he wearing a stunning blue suit,1,4
Phoebe,andand a power tie,1,4
Monica,staggered oh god,1,4
Monica,are you nuts we have got george,1,4
Rachel,uh pheebs who is george snuffalopagus,1,4
Phoebe,big bird is friend,1,4
Monica,i see pizza,1,4
Phoebe,oh i wanna see lemme see lemme see she,1,4
Rachel,hello who are we spying on,1,4
Monica,white house adviser clinton is campaign guy,1,4
Rachel,oh him the little guy oh i love him,1,4
Phoebe,ooh wait wait i see a woman,1,4
Monica,please tell me it is his mother,1,4
Phoebe,definitely not his mother,1,4
Monica,oh no,1,4
Phoebe,oh wait she is walking across the floor,1,4
Chandler,excuse me look we have been here for over,1,4
Monica,light still out,1,4
Rachel,yeah,1,4
Monica,oh maybe they are napping,1,4
Rachel,oh please they are having sex,1,4
Rachel,so whaddya think george is like,1,4
Monica,i think he is shy,1,4
Phoebe,yeah,1,4
Monica,yeah i think you have to draw him out and,1,4
Ross,i remember the moonlight coming through the,1,4
Chandler,yes the moon the glow the magical,1,4
Joey,he is right enough already what is the big,1,4
Ross,look it is just a little more complicated,1,4
Chandler,well what what what is it that she,1,4
Ross,little louder okay i think there is a man on,1,4
Chandler,then what,1,4
Ross,my first time with carol was he mumbles,1,4
Joey,what,1,4
Ross,it was my first time,1,4
Joey,with carol ross gives him a look oh,1,4
Chandler,so in your whole life you have only been,1,4
Joey,whoah boy hockey was a big mistake there,1,4
Monica,okay okay i got one do you remember that,1,4
Phoebe,uhhuh,1,4
Monica,well unless goose is a vegetableha,1,4
Phoebe,oh oh oh okay fine fine now i do not,1,4
Monica,what you slept with jason,1,4
Phoebe,you would already broken up,1,4
Rachel,how long,1,4
Phoebe,a couple hours,1,4
Monica,oh that is nice,1,4
Rachel,okay okay okay i got one she sits up,1,4
Monica,excuse me,1,4
Rachel,hello like he was really gonna send you,1,4
Monica,really well at least big girls do not pee,1,4
Rachel,i was laughing you made me laugh monica,1,4
Phoebe,there he is there he is,1,4
Monica,where,1,4
Phoebe,right where we have been looking all night,1,4
Rachel,he is so cute,1,4
Monica,oh george baby drop the towel,1,4
Joey,man can you believe he is only had sex with,1,4
Chandler,i think it is great yknow it is sweet,1,4
Joey,really,1,4
Chandler,no you kidding the guy is a freak ross,1,4
Ross,hi he is wearing a piece of steel bandaged,1,4
Chandler,oh i thought you were great in silence of,1,4
Ross,fun where was the fun tell me specifically,1,4
Joey,oh ah the kid has it,1,4
Ross,the kid to the kid excuse me uh,1,4
Chandler,you gotta do it man,1,4
Ross,to the kid oh yeah well im rubber you are,1,4
Ross,yes how about cmere gimme,1,4
Ross,tries to snatch it from the kid give me my,1,4
Ross,now that was fun,1,4
Ross,doing the spinning okay monica right foot,1,4
Monica,could have played monopoly but,1,4
Chandler,thanks the guy nods and leaves,1,4
Ross,okay pheebs right hand blue phoebe has to,1,4
Chandler,hello oh uh rachel it is the visa card,1,4
Rachel,oh okay will you take my place,1,4
Chandler,alright on phone yes this is rachel,1,4
Rachel,nooo she grabs the phone and chandler,1,4
Ross,green to the green,1,4
Rachel,on phone i have got magic beans listens,1,4
Chandler,to the left to the left aww they all,1,4
Rachel,on phone ohhh im fine,1,4
Monica,would you let it go it is not that big a deal,1,5
Ross,not that big a deal it is amazing ok you just reach in there there is,1,5
Rachel,come on you guys can pee standing up,1,5
Chandler,we can all right im tryin that,1,5
Joey,ok you know what blows my mind women can see breasts any time they want,1,5
Phoebe,oh ok you know what i do not get the way guys can do so many mean,1,5
Ross,multiple orgasms,1,5
Chandler,so saturday night the big night date night saturday night,1,5
Joey,no plans huh,1,5
Chandler,not a one,1,5
Ross,not even say breaking up with janice,1,5
Chandler,oh right right shut up,1,5
Monica,chandler nobody likes breaking up with someone you just gotta do it,1,5
Chandler,no i know but it is just so hard you know i mean you are sitting,1,5
Joey,why do you have to break up with her be a man just stop calling,1,5
Phoebe,you know if you want i will do it with you,1,5
Chandler,oh thanks but i think she would feel like we are gangin up on her,1,5
Phoebe,no i mean you break up with janice and i will break up with tony,1,5
Ross,tony,1,5
Monica,oh you are breaking up with tony,1,5
Phoebe,yeah i know he is sweet but it is just not fun anymore you know i,1,5
Rachel,waitressing does anybody want anything else,1,5
Ross,oh yeah last week you had a wonderful nutty chocolatey kind of a cakey,1,5
Phoebe,to rachel what is the matter why so scrunchy,1,5
Rachel,it is my father he wants to give me a mercedes convertible,1,5
Ross,that guy he burns me up,1,5
Rachel,yeah well it is a mercedes if i move back home oh it was horrible he,1,5
Chandler,ooh i hate when my father calls me that,1,5
Monica,did he give you that whole you arenotuptothis thing,1,5
Rachel,oh yeah yeah actually i got the extended disco version with three,1,5
Phoebe,rhythmically uhhuh uhhuh,1,5
Joey,my god angela,1,5
Monica,wow being dumped by you obviously agrees with her,1,5
Phoebe,are you gonna go over there,1,5
Joey,no yeah no ok but not yet i do not wanna seem too eager one,1,5
Joey,you look good,1,5
Joey,you do not say,1,5
Ross,so uh rachel what are you uh what are you doing tonight,1,5
Rachel,oh big glamour night me and monica at laundorama,1,5
Ross,oh you uh you wanna hear a freaky coincidence guess who is doing laundry,1,5
Rachel,who,1,5
Ross,me was that not clear hey why do not um why do not i just join you,1,5
Rachel,do not you have a laundry room in your building,1,5
Ross,yes i do have a laundry room in my building um but there is a rat,1,5
Rachel,sure,1,5
Joey,bob who the hell is bob,1,5
Joey,come on we were great together and not just at the fun stuff but like,1,5
Joey,what,1,5
Joey,fine fine so why do not the four of us go out and have dinner together,1,5
Joey,you know you and bob and me and my girlfriend uh uh monica,1,5
Joey,monica im tellin you this guy is perfect for you,1,5
Monica,forget it not after your cousin who could belch the alphabet,1,5
Joey,come on this guy is great his name is bob he is angela is brother he is,1,5
Monica,looking out window oh god help us,1,5
Joey,what,1,5
Monica,ugly naked guy is laying kitchen tile eww,1,5
Joey,eww look im asking a favor here if i do this for her brother maybe,1,5
Monica,what is going on here you go out with tons of girls,1,5
Joey,proud i know but i made a huge mistake i never should have broken up,1,5
Ross,on phone ok bye hangs up well monica is not coming it is just gonna,1,5
Chandler,oh well hold on camper are you sure you have thought this thing,1,5
Ross,it is laundry the thinking through is minimal,1,5
Chandler,it is just you and rachel just the two of you this is a date you are,1,5
Ross,nuhuh,1,5
Chandler,yuhhuh,1,5
Ross,so what are you saying here i should shave again pick up some wine what,1,5
Chandler,well you may wanna rethink the dirty underwear this is basically the,1,5
Ross,sheepish no,1,5
Chandler,oh and uh the fabric softener,1,5
Ross,ok ok now what is wrong with my snuggles what it says im a,1,5
Chandler,there you go,1,5
Monica,thank you so what does this bob guy look like is he tall short,1,5
Joey,yep,1,5
Monica,which,1,5
Joey,which what,1,5
Monica,you have never met bob have you,1,5
Joey,no but he is,1,5
Monica,oh my god joey for all we know this guy could be horribly,1,5
Monica,horribly attractive i will be shutting up now,1,5
Chandler,where are they where are they,1,5
Phoebe,this is nice we never do anything just the two of us,1,5
Chandler,it is great maybe tomorrow we can rent a car and run over some,1,5
Phoebe,eww i do not wanna do that,1,5
Chandler,here we go,1,5
Phoebe,ok have a good breakup,1,5
Chandler,hey janice,1,5
Chandler,hey that is not good can i get an espresso and a latte over here,1,5
Chandler,what,1,5
Chandler,covering what did you get me there,1,5
Chandler,bullwinkle socks that is so sweet,1,5
Chandler,that is great,1,5
Chandler,well im gonna get another espresso can i get you another latte,1,5
Chandler,that is it,1,5
Phoebe,yeah it was really hard,1,5
Chandler,oh yeah that hug looked pretty brutal,1,5
Phoebe,ok you werenot there,1,5
Rachel,oh  iscuse me i was kinda using that machine,1,5
Rachel,but i saved it i put my basket on top,1,5
Rachel,what,1,5
Ross,what is goin on,1,5
Rachel,hi uh nothing that horrible woman just took my machine,1,5
Ross,was your basket on top,1,5
Rachel,yeah but there were no suds,1,5
Ross,so,1,5
Rachel,well you know no suds no save,1,5
Ross,no suds excuse me hold on a second to woman that is my friend is,1,5
Ross,hey hey hey that is not the rule and you know it,1,5
Ross,to the crowd in the laundromat all right show is over nothing to see,1,5
Rachel,that was amazing i cannot even send back soup,1,5
Ross,well that is because you are such a sweet gentle uhdo you uh do,1,5
